"gene","GO_terms"
"ADORA2B",54
"ZSWIM7",2
"TTC19",1
"NCOR1",53
"AC002553.1",0
"PIGL",0
"CENPV",13
"UBB",37
"AKAP8L",11
"C9orf92",0
"BNC2",8
"WIZ",10
"RASAL3",39
"PGLYRP2",28
"CYP4F22",0
"NBAS",3
"DDX1",21
"AC008271.1",0
"MYCN",11
"SAMSN1",24
"AF165138.7",0
"TRPV2",31
"FAM211A",0
"RP11-1021N1.1",0
"MPV17L",15
"C16orf45",0
"KIAA0430",0
"NDE1",11
"MYH11",12
"CYP4F3",0
"CYP4F12",4
"OR10H2",0
"OR10H3",0
"OR10H5",0
"OR10H1",0
"CYP4F2",16
"CYP4F11",7
"OR10H4",0
"ITGA8",44
"FAM188A",0
"PTER",0
"C1QL3",2
"RSU1",7
"EPS8",28
"STRAP",12
"DERA",2
"SLC15A5",0
"MGST1",4
"LMO3",20
"ZNF287",0
"ZNF624",0
"CCDC144A",0
"RP11-219A15.1",0
"FGF20",42
"MICU3",0
"ZDHHC2",17
"CNOT7",31
"VPS37A",4
"MTMR7",0
"SLC7A2",1
"PDGFRL",7
"MTUS1",11
"FGL1",32
"PCM1",19
"ASAH1",6
"NAT1",1
"FBXL7",5
"MARCH11",0
"ZNF622",18
"FAM134B",0
"TNFRSF13B",27
"FAM49A",0
"KIF16B",12
"SNRPB2",1
"OTOR",4
"PCSK2",2
"BFSP1",9
"DSTN",3
"ISPD",0
"SOSTDC1",49
"LRRC72",0
"ANKMY2",0
"BZW2",1
"TSPAN13",0
"AC073333.1",0
"AGR2",33
"AGR3",0
"AHR",58
"POTEH",0
"OR11H1",0
"CCT8L2",0
"XKR3",0
"GAB4",8
"MYO10",7
"BASP1",49
"MYLIP",5
"GMPR",1
"ATXN1",6
"STMND1",0
"RBM24",21
"CAP2",2
"FAM8A1",0
"NUP153",13
"KIF13A",2
"NAT2",1
"PSD3",5
"NRIP1",29
"USP25",8
"RFTN1",25
"DAZL",4
"PLCL2",29
"CTD-3222D19.2",0
"MED26",4
"CTC-429P9.4",0
"SMIM7",0
"TMEM38A",8
"NWD1",1
"SIN3B",7
"F2RL3",18
"CPAMD8",4
"HAUS8",2
"MYO9B",9
"SNX13",1
"USE1",2
"OCEL1",3
"NR2F6",10
"AC010646.3",0
"USHBP1",0
"BABAM1",24
"CTD-2278I10.6",0
"ANKLE1",10
"ABHD8",0
"MRPL34",0
"DDA1",6
"ANO8",0
"GTPBP3",5
"PLVAP",15
"BST2",31
"MVB12A",7
"TMEM221",0
"CTD-2521M24.10",0
"NXNL1",2
"SLC27A1",28
"PGLS",2
"FAM129C",0
"COLGALT1",0
"UNC13A",16
"MAP1S",5
"FCHO1",21
"TBC1D5",11
"MPRIP",3
"PLD6",20
"RP11-45M22.4",0
"FLCN",106
"COPS3",10
"NT5M",1
"MED9",3
"RASD1",5
"PEMT",7
"RAI1",8
"NHLRC1",15
"TPMT",1
"KDM1B",7
"DEK",17
"RNF144B",6
"RRBP1",2
"BANF2",0
"SNX5",23
"OVOL2",70
"MGME1",1
"PET117",0
"CSRP2BP",0
"CNTLN",2
"SH3GL2",15
"ADAMTSL1",0
"ID4",58
"MBOAT1",1
"SREBF1",83
"TOM1L2",7
"LRRC48",0
"ATPAF2",1
"GID4",0
"DRG2",4
"MYO15A",11
"ALKBH5",8
"LLGL1",13
"PRPS1L1",9
"HDAC9",62
"TWIST1",164
"FERD3L",6
"C21orf37",0
"CXADR",35
"BTG3",3
"C21orf91",1
"CHODL",13
"TMPRSS15",0
"PTPLA",0
"STAM",10
"MRC1L1",0
"TMEM236",0
"MRC1",13
"SLC39A12",23
"CACNB2",5
"RERGL",5
"PIK3C2G",12
"PLCZ1",0
"CAPZA3",3
"PLEKHA5",2
"AEBP2",4
"FAM184B",0
"DCAF16",0
"NCAPG",7
"LCORL",0
"VSNL1",25
"SMC6",18
"GEN1",19
"MSGN1",14
"KCNS3",1
"E2F3",21
"CDKAL1",1
"SOX4",118
"SERGEF",5
"TPH1",17
"SAAL1",3
"MRGPRX3",0
"RP11-113D6.6",0
"MRGPRX4",0
"RP11-113D6.10",0
"SAA4",0
"SAA2",0
"SAA1",29
"HPS5",6
"GTF2H1",17
"LDHA",4
"LDHC",1
"LDHAL6A",1
"TSG101",53
"UEVLD",0
"SPTY2D1",7
"RDH14",4
"NT5C1B-RDH14",0
"NT5C1B",0
"PDE4C",0
"KIAA1683",0
"JUND",17
"LSM4",0
"PGPEP1",0
"GDF15",27
"LRRC25",0
"SSBP4",0
"ISYNA1",0
"ELL",8
"FKBP8",32
"KXD1",4
"UBA52",2
"CRLF1",26
"C19orf60",0
"TMEM59L",25
"KLHL26",0
"CRTC1",10
"COMP",43
"UPF1",21
"CERS1",25
"GDF1",1
"COPE",0
"AC002985.3",0
"DDX49",7
"HOMER3",8
"SUGP2",0
"ARMC6",1
"SLC25A42",0
"TMEM161A",22
"CDKL5",39
"RS1",16
"PPEF1",0
"PHKA2",10
"GPR64",0
"ROCK1",115
"GREB1L",36
"ESCO1",7
"SNRPD1",1
"ABHD3",0
"MIB1",29
"RP11-595B24.2",0
"GATA6",155
"CTAGE1",0
"DTD1",3
"C20orf78",0
"SCP2D1",0
"SLC24A3",4
"PRL",35
"HDGFL1",1
"KCNH8",0
"EFHB",5
"RAB5A",34
"PP2D1",0
"KAT2B",89
"SGOL1",0
"DGCR2",1
"DGCR14",0
"TSSK2",17
"GSC2",0
"SLC25A1",5
"CLTCL1",11
"PDE3A",28
"SLCO1C1",6
"SLCO1B3",1
"LST3",0
"SLCO1B7",0
"RP11-125O5.2",0
"SLCO1B1",3
"SLCO1A2",1
"IAPP",28
"PYROXD1",3
"RECQL",3
"CDH18",10
"MEF2BNB-MEF2B",0
"MEF2B",6
"MEF2BNB",0
"RFXANK",9
"NR2C2AP",0
"NCAN",14
"HAPLN4",15
"TM6SF2",1
"SUGP1",0
"MAU2",2
"GATAD2A",16
"TSSK6",16
"NDUFA13",26
"YJEFN3",10
"CTC-260F20.3",0
"CILP2",0
"PBX4",5
"LPAR2",17
"GMIP",5
"ATP13A1",0
"ZNF101",0
"ZNF14",0
"ZNF506",0
"ZNF253",0
"ZNF93",3
"AC007204.1",0
"ZNF682",0
"ZNF90",0
"ZNF486",0
"ZNF737",0
"ZDHHC13",3
"CSRP3",35
"E2F8",25
"NAV2",3
"PLIN2",8
"DENND4C",11
"RPS6",41
"ACER2",26
"SLC24A2",5
"MLLT3",33
"FOCAD",2
"EPN2",12
"B9D1",16
"MAPK7",58
"MFAP4",10
"RNF112",20
"SLC47A1",0
"ALDH3A2",2
"SLC47A2",0
"ALDH3A1",1
"ULK2",33
"AKAP10",0
"C10orf112",0
"PLXDC2",0
"NEBL",11
"C10orf113",0
"RBBP8",27
"CABLES1",1
"TMEM241",0
"SPECC1",3
"PTPLAD2",0
"IFNB1",89
"IFNW1",27
"IFNA21",27
"IFNA4",27
"IFNA7",27
"IFNA10",27
"IFNA16",27
"IFNA17",27
"IFNA14",27
"IFNA5",27
"TWISTNB",0
"TMEM196",0
"MACC1",4
"ITGB8",28
"ABCB5",4
"SP8",11
"SP4",0
"DNAH11",12
"CDCA7L",0
"RAPGEF5",3
"GOLT1B",3
"C12orf39",0
"GYS2",9
"LDHB",3
"KCNJ8",56
"ABCC9",11
"CMAS",0
"ST8SIA1",7
"C2CD5",32
"ETNK1",0
"SOX5",14
"SEPT5",0
"GP1BB",15
"TBX1",94
"GNB1L",0
"C22orf29",0
"TXNRD2",7
"COMT",7
"ARVCF",4
"TANGO2",0
"DGCR8",14
"TRMT2A",1
"RANBP1",7
"ZDHHC8",6
"AC006547.14",0
"CSGALNACT1",11
"INTS10",1
"LPL",33
"SLC18A1",0
"ATP6V1B2",8
"LZTS1",15
"LGALS9B",36
"CDRT15L2",0
"CCDC144NL",0
"RIOK3",26
"C18orf8",0
"NPC1",38
"DBX1",6
"HTATIP2",13
"USP22",14
"DHRS7B",15
"TMEM11",0
"C17orf103",0
"MAP2K3",46
"KCNJ12",3
"C17orf51",0
"RTN4R",42
"DGCR6L",0
"GGTLC3",0
"RIMBP3",1
"FAM230A",0
"USP41",0
"ZNF74",0
"SCARF2",2
"KLHL22",41
"MED15",6
"PI4KA",8
"SERPIND1",12
"UBBP4",0
"MTRNR2L1",0
"SLIT2",129
"PACRGL",0
"KCNIP4",1
"SNAP29",6
"CRKL",109
"AIFM3",0
"LZTR1",5
"THAP7",12
"AC002472.1",0
"P2RX6",5
"SLC7A4",0
"AC002472.13",0
"POM121L7",0
"GGT2",0
"RIMBP3B",1
"HIC2",2
"RIMBP3C",1
"UBE2L3",27
"ZNF626",0
"ZNF66",0
"ZNF85",2
"ANKRD29",0
"LAMA3",10
"TTC39C",9
"KLHL9",2
"IFNA6",27
"IFNA13",27
"IFNA2",70
"IFNA8",27
"IFNA1",27
"IFNE",27
"MTAP",2
"RP11-145E5.5",0
"RALGAPA2",5
"XRN2",12
"NKX2-4",0
"NKX2-2",49
"ZMYM2",0
"GJA3",2
"GJB2",37
"GJB6",25
"CRYL1",0
"CABYR",4
"OSBPL1A",0
"IMPACT",22
"HRH4",3
"ZNF385D",0
"CASC10",0
"SKIDA1",0
"MLLT10",3
"DNAJC1",4
"CNKSR2",3
"STEAP1B",0
"IL6",268
"IFT88",14
"IL17D",7
"N6AMT2",0
"XPO4",17
"LATS2",57
"ZNF430",0
"ZNF714",0
"CDH12",10
"TOMM7",11
"FAM126A",0
"KLHL7",0
"AC005082.1",0
"NUPL2",0
"GPNMB",67
"MALSU1",0
"IGF2BP3",3
"TRA2A",0
"EDDM3A",1
"EDDM3B",0
"RNASE6",0
"RNASE1",0
"RNASE3",2
"RNASE2",2
"METTL17",0
"SLC39A2",3
"NDRG2",12
"TPPP2",5
"RP11-998D10.1",0
"RNASE13",0
"RNASE7",0
"RNASE8",0
"ARHGEF40",8
"ZNF219",10
"TMEM253",0
"OR5AU1",0
"HNRNPC",22
"GFRA2",6
"DOK2",11
"XPO7",5
"NPM2",25
"FGF17",8
"DMTN",67
"FAM160B2",0
"NUDT18",0
"HR",6
"REEP4",2
"LGI3",4
"SFTPC",0
"BMP1",9
"PHYHIP",1
"POLR3D",11
"PIWIL2",18
"SLC39A14",24
"PPP3CC",8
"SORBS3",9
"RPGRIP1",11
"SUPT16H",4
"CHD8",24
"RAB2B",11
"TOX4",2
"METTL3",62
"SALL2",6
"OR10G3",0
"OR10G2",0
"OR4E2",0
"YDJC",1
"CCDC116",0
"SDF2L1",1
"PPIL2",0
"YPEL1",0
"MAPK1",197
"ECE1",24
"NBPF3",0
"ALPL",33
"NCAM2",1
"CCDC126",0
"FAM221A",0
"STK31",3
"ZNF521",4
"FOXA2",65
"SSTR4",19
"THBD",23
"CD93",2
"AL096677.1",0
"NXT1",5
"GZF1",27
"NAPB",6
"CSTL1",0
"CST11",10
"BCAT1",4
"AC026310.1",0
"C12orf77",0
"LRMP",0
"CASC1",0
"LYRM5",0
"KRAS",73
"AC087239.1",0
"IFLTD1",0
"PPM1F",64
"TOP3B",1
"VPREB1",2
"USP48",0
"LDLRAD2",0
"HSPG2",22
"CELA3B",0
"CELA3A",0
"CDC42",121
"WNT4",179
"ZBTB40",3
"EPHA8",29
"C1QA",16
"C1QC",18
"C1QB",4
"EPHB2",147
"LACTBL1",0
"C1orf234",0
"KDM1A",107
"LUZP1",15
"HTR1D",3
"ZNF208",2
"ZNF257",0
"ZNF676",0
"ZNF729",2
"ZNF98",0
"ZNF492",0
"ZNF99",2
"ZNF728",0
"PHEX",28
"ZNF645",0
"DDX53",0
"PTCHD1",5
"CST8",0
"CST9L",0
"CST9",0
"CST3",14
"CST4",8
"AE000662.92",0
"DAD1",3
"ABHD4",0
"OR6J1",0
"OXA1L",2
"SLC7A7",3
"AL135998.1",0
"MRPL52",0
"MMP14",104
"LRP10",3
"REM2",4
"RBM23",0
"PRMT5",52
"HAUS4",2
"RP11-298I3.5",0
"AJUBA",34
"C14orf93",0
"PSMB5",1
"PSMB11",7
"CDH24",10
"ACIN1",20
"C14orf119",0
"CEBPE",15
"SLC7A8",4
"C14orf164",0
"HOMEZ",0
"PPP1R3E",29
"BCL2L2",39
"BCL2L2-PABPN1",0
"PABPN1",12
"AL049829.1",0
"SLC22A17",0
"EFS",3
"IL25",4
"CMTM5",3
"MYH6",37
"MYH7",26
"NGDN",4
"ZFHX2",1
"NPY",12
"MPP6",0
"DFNA5",0
"OSBPL3",0
"KLHL29",0
"AC011239.1",0
"ATAD2B",5
"PRDM9",24
"C5orf17",0
"EBLN1",0
"COMMD3",0
"COMMD3-BMI1",0
"BMI1",71
"SPAG6",5
"PIP4K2A",25
"ARMC3",0
"HNRNPR",5
"MSRB2",1
"PTF1A",25
"C10orf115",0
"C10orf67",0
"TUBGCP5",0
"CYFIP1",63
"NIPA2",0
"NIPA1",0
"GOLGA8I",0
"LL22NC03-63E9.3",2
"GGTLC2",0
"IGLL5",3
"NRSN1",0
"DCDC2",9
"KAAG1",0
"MRS2",0
"GPLD1",93
"SS18",13
"PSMA8",2
"TAF4B",13
"KCTD1",3
"THTPA",0
"AP1G2",2
"JPH4",5
"DHRS2",10
"ZNF730",0
"ZNF724P",0
"ZNF91",5
"ZNF675",56
"ZNF681",0
"RPSAP58",0
"ZNF726",0
"ZNF254",0
"SCNN1B",42
"COG7",1
"GGA2",0
"EARS2",1
"UBFD1",1
"NDUFAB1",1
"PALB2",10
"DCTN5",7
"PLK1",64
"ERN2",8
"CHP2",28
"PRKCB",98
"CACNG3",8
"RBBP6",6
"TNRC6A",13
"CDH10",11
"ELAVL2",0
"PRDX4",14
"ACOT9",0
"SAT1",2
"APOO",0
"CXorf58",0
"KLHL15",6
"RASSF8",0
"BHLHE41",23
"SSPN",2
"ITPR2",11
"ASUN",0
"FGFR1OP2",2
"TM7SF3",16
"MED21",8
"C12orf71",0
"STK38L",13
"AQP4",6
"CHST9",5
"CDH2",74
"CST1",6
"CST2",6
"CST5",6
"GGTLC1",0
"SYNDIG1",6
"CST7",19
"APMAP",0
"ACSS1",0
"VSX1",12
"ENTPD6",3
"AL035252.1",0
"PYGB",5
"ABHD12",5
"GINS1",3
"NINL",0
"IZUMO3",0
"SGCG",8
"SACS",0
"TNFRSF19",25
"MIPEP",0
"AL139080.1",0
"C1QTNF9B",0
"RP11-307N16.6",0
"SPATA13",5
"C1QTNF9",0
"AL359736.1",0
"SLC5A11",5
"ARHGAP17",8
"LCMT1",25
"LUZP2",0
"PDK3",31
"PCYT1B",9
"POLA1",4
"ALDH5A1",1
"KIAA0319",32
"TDP2",2
"ACOT13",5
"C6orf62",0
"GMNN",14
"RP3-369A17.5",0
"FAM65B",0
"THRB",36
"SOD3",13
"CCDC149",0
"LGI2",1
"SEPSECS",1
"PI4K2B",3
"ZCCHC4",2
"ANAPC4",10
"SLC34A2",2
"SEL1L3",0
"SMIM20",0
"RBPJ",177
"CYCS",11
"C7orf31",0
"NPVF",11
"ARHGAP21",3
"PRTFDC1",0
"ENKUR",4
"THNSL1",0
"GPR158",9
"ARNTL2",0
"SMCO2",0
"PPFIBP1",3
"REP15",0
"MRPS35",0
"MANSC4",1
"KLHL42",1
"PTHLH",13
"CCDC91",0
"CTSG",52
"GZMH",0
"GZMB",15
"STXBP6",10
"PIWIL3",1
"SGSM1",2
"TMEM211",0
"LRRC16A",0
"SCGN",3
"AQP8",9
"ZKSCAN2",0
"HS3ST4",0
"HIST1H2AA",0
"HIST1H2BA",0
"SLC17A4",2
"SLC17A1",0
"SLC17A3",0
"SLC17A2",0
"WSB1",0
"KSR1",17
"AC015688.3",0
"LGALS9",202
"NOS2",41
"RP1-66C13.4",0
"LYRM9",0
"UBE3A",44
"ATP10A",1
"KIAA1671",0
"CRYBB3",5
"CRYBB2",5
"LRP5L",0
"ADRBK2",0
"MYO18B",14
"SEZ6L",1
"TUSC1",0
"CDH9",10
"NFE2L3",5
"HNRNPA2B1",28
"CBX3",15
"SNX10",18
"KIAA0087",0
"C7orf71",0
"SKAP2",1
"HOXA1",24
"HOXA2",37
"HOXA3",27
"HOXA4",10
"HOXA5",74
"HOXA6",6
"HOXA7",52
"HOXA9",42
"RP1-170O19.20",0
"HOXA10",31
"HOXA11",87
"HOXA13",76
"EVX1",6
"HIBADH",0
"TAX1BP1",3
"JAZF1",4
"CCKAR",14
"TBC1D19",1
"STIM2",1
"DSC3",2
"DSC2",13
"DSC1",1
"DSG1",11
"DSG4",14
"DSG3",1
"DSG2",17
"TTR",1
"B4GALT6",14
"MYO3A",22
"GAD2",1
"LRRC3B",0
"NLK",32
"AC061975.10",0
"TMEM97",3
"IFT20",41
"TNFAIP1",13
"POLDIP2",34
"TMEM199",4
"VTN",58
"CTB-96E2.2",0
"SARM1",22
"SLC46A1",0
"RP11-192H23.4",0
"SLC13A2",6
"FOXN1",43
"SEPN1",0
"RP1-317E23.6",0
"MTFR1L",0
"AL020996.1",0
"AUNIP",3
"PAQR7",10
"STMN1",22
"PAFAH2",6
"EXTL1",1
"SLC30A2",2
"TRIM63",15
"PDIK1L",3
"FAM110D",0
"ZNF593",6
"GABRB3",3
"UNC119",17
"PIGS",0
"ALDOC",7
"SPAG5",12
"SGK494",0
"KIAA0100",0
"SDF2",0
"SUPT6H",41
"PROCA1",0
"RAB34",9
"RPL23A",1
"TLCD1",0
"NEK8",8
"TRAF4",25
"FAM222B",0
"ERAL1",3
"FLOT2",34
"DHRS13",0
"PHF12",8
"PIPOX",0
"SEZ6",6
"MYO18A",18
"TIAF1",0
"NOVA1",5
"DCAF8L2",0
"MAGEB10",0
"DCAF8L1",0
"CAAP1",11
"PLAA",34
"IFT74",18
"LRRC19",17
"TEK",108
"EQTN",1
"MOB3B",6
"IFNK",33
"C9orf72",25
"LINGO2",5
"NEK10",23
"SLC4A7",5
"RNF6",33
"CDK8",10
"MRPL39",0
"JAM2",20
"ATP5J",0
"GABPA",9
"APP",134
"CYYR1",0
"CRYBA1",22
"NUFIP2",0
"TAOK1",37
"ABHD15",2
"TP53I13",5
"GIT1",54
"ANKRD13B",3
"CORO6",0
"SSH2",5
"HIST1H2BJ",0
"HIST1H2AG",0
"HIST1H2BK",0
"HIST1H4I",0
"HIST1H2AH",0
"PRSS16",0
"POM121L2",6
"ZNF391",0
"ZNF184",0
"BBOX1",0
"CCDC34",0
"LGR4",95
"LIN7C",7
"BDNF",62
"WASF3",15
"GPR12",0
"USP12",0
"RPL21",0
"RASL11A",5
"GTF3A",2
"MTIF3",0
"LNX2",1
"POLR1D",1
"GSX1",10
"PDX1",80
"ATP5EP2",0
"CDX2",24
"URAD",0
"FLT3",69
"PAN3",6
"EFCAB5",0
"NSRP1",2
"SLC6A4",51
"BLMH",1
"TMIGD1",22
"CPD",0
"CREB5",1
"GOSR1",2
"TBC1D29",0
"CRLF3",25
"ATAD5",77
"FAR2",0
"ERGIC2",0
"OVCH1-AS1",0
"UQCRFS1",0
"VSTM2B",0
"POP4",1
"PLEKHF1",13
"C19orf12",3
"CCNE1",26
"URI1",26
"ZNF536",6
"ADAMTS1",55
"ADAMTS5",18
"OR2B6",0
"ZNF165",0
"ZSCAN16",0
"ZKSCAN8",0
"ZSCAN9",0
"ZKSCAN4",0
"NKAPL",1
"PGBD1",0
"ZSCAN31",0
"ZKSCAN3",13
"ZSCAN12",0
"ZSCAN23",0
"GPX6",1
"GPX5",3
"SCAND3",4
"TRIM27",49
"C6orf100",0
"ZNF311",0
"OR2W1",0
"OR2B3",0
"OR2J1",0
"OR2J3",0
"OR2J2",0
"FOXG1",43
"C14orf23",0
"PRKD1",168
"G2E3",0
"SCFD1",13
"COCH",1
"STRN3",16
"AP4S1",0
"HECTD1",31
"FLT1",70
"POMP",1
"SLC46A3",1
"MTUS2",0
"OVCH1",0
"TMTC1",0
"FBXO16",0
"FZD3",56
"EXTL3",26
"INTS9",11
"HMBOX1",24
"KIF13B",7
"DUSP4",8
"TMEM66",0
"LEPROTL1",9
"MBOAT4",3
"DCTN6",0
"CPVL",0
"SLC25A52",0
"TRAPPC8",0
"RNF125",18
"RNF138",3
"GAREM",0
"MEP1B",0
"KLHL14",0
"AC012123.1",0
"PHACTR4",35
"RCC1",16
"TRNAU1AP",0
"TAF12",13
"RAB42",5
"GMEB1",2
"YTHDF2",39
"OPRD1",16
"CHN2",3
"PCDH7",0
"IPO8",5
"CAPRIN2",30
"TSPAN11",0
"DDX11",22
"FAM60A",0
"AC024940.1",0
"DENND5B",1
"METTL20",0
"AMN1",0
"H3F3C",0
"KIAA1551",0
"BICD1",13
"FGD4",4
"DNM1L",57
"YARS2",1
"PKP2",24
"CCDC178",0
"OR14J1",0
"OR5V1",0
"OR12D3",0
"OR12D2",0
"OR11A1",0
"OR10C1",0
"OR2H1",0
"MAS1L",7
"UBD",17
"GABBR1",27
"OR2H2",1
"MOG",11
"ZFP57",6
"HLA-F",56
"HLA-G",96
"HLA-A",63
"ZNRD1",0
"PPP1R11",3
"RNF39",0
"TRIM31",25
"TRIM40",13
"TRIM10",10
"TRIM15",37
"TRIM26",7
"TRIM39",29
"TRIM39-RPP21",0
"RPP21",2
"HLA-E",79
"GNL1",7
"PRR3",0
"ABCF1",0
"PPP1R10",37
"MRPS18B",0
"ATAT1",31
"C6orf136",0
"DHX16",1
"PPP1R18",1
"NRM",0
"MDC1",10
"RBPMS",4
"GTF2E2",8
"SMIM18",0
"GSR",4
"PPP2CB",20
"TEX15",13
"PURG",0
"WRN",35
"NRG1",65
"TEFM",1
"ADAP2",4
"RNF135",13
"NF1",215
"OMG",2
"EVI2B",17
"CTD-2370N5.3",0
"EVI2A",0
"RAB11FIP4",2
"AC003101.1",0
"COPRS",3
"UTP6",1
"SUZ12",28
"LRRC37B",0
"AC090616.2",0
"RHOT1",8
"AC116407.2",0
"RHBDL3",0
"C17orf75",0
"ZNF207",16
"PSMD11",1
"CDK5R1",79
"MYO1D",2
"AC020952.1",0
"TSHZ3",4
"FRG1B",0
"DEFB115",0
"IL1RAPL1",20
"MAGEB2",0
"MAGEB3",0
"MAGEB4",0
"MAGEB1",0
"NR0B1",42
"CXorf21",0
"GK",1
"TAB3",13
"KCNA4",1
"DEFB116",0
"DEFB118",11
"DEFB119",0
"DEFB121",0
"DEFB123",0
"DEFB124",25
"REM1",8
"HM13",7
"ID1",22
"COX4I2",0
"BCL2L1",75
"AL160175.1",0
"TPX2",10
"MYLK2",18
"FOXS1",10
"DUSP15",5
"TTLL9",0
"PDRG1",1
"XKR7",1
"CCM2L",2
"HCK",76
"TM9SF4",12
"PLAGL2",9
"POFUT1",12
"KIF3B",11
"ASXL1",37
"C20orf112",0
"RP11-410N8.4",0
"COMMD7",9
"FSHB",46
"ARL14EP",2
"MPPED2",2
"TMEM98",36
"SPACA3",8
"THOC5",21
"NIPSNAP1",0
"NF2",79
"CABP7",0
"ZMAT5",0
"UQCR10",0
"ASCC2",6
"MTMR3",14
"HORMAD2",1
"LIF",110
"OSM",42
"GATSL3",0
"RP1-130H16.18",0
"TBC1D10A",10
"WIPF3",0
"SCRN1",1
"FKBP14",0
"PLEKHA8",0
"C7orf41",0
"ZNRF2",0
"NOD1",74
"GGCT",3
"GARS",0
"CRHR2",9
"INMT",1
"SF3A1",1
"CCDC157",0
"ASIC2",15
"RNF215",0
"SEC14L2",2
"RP4-539M6.19",0
"KIAA1658",0
"MTFP1",0
"SEC14L3",1
"SEC14L4",0
"SEC14L6",0
"GAL3ST1",3
"PES1",1
"TCN2",1
"SLC35E4",0
"DUSP18",0
"OSBP2",1
"MORC2",18
"SMTN",2
"SELM",0
"INPP5J",10
"PLA2G3",78
"RNF185",16
"LIMK2",15
"PIK3IP1",13
"PATZ1",27
"AC005003.1",0
"DRG1",12
"EIF4ENIF1",19
"SFI1",1
"PISD",1
"PRR14L",0
"DEPDC5",22
"C22orf24",0
"YWHAH",26
"SLC5A1",7
"C22orf42",0
"RFPL2",18
"SLC5A4",5
"KIAA1462",0
"CDH6",12
"DNMT3B",5
"MAPRE1",15
"EFCAB8",0
"SUN5",3
"BPIFB2",0
"BPIFB6",0
"BPIFB3",0
"BPIFB4",0
"BPIFA2",0
"BPIFA3",0
"AL121901.1",0
"BPIFA1",2
"BPIFB1",15
"CDK5RAP1",18
"FTHL17",0
"DMD",29
"TGFBR2",197
"GADL1",0
"STT3B",0
"DCDC1",2
"MAP3K8",20
"LYZL2",0
"ZNF438",0
"ZEB1",71
"DROSHA",22
"C5orf22",0
"PDZD2",1
"GOLPH3",23
"MTMR12",0
"ZFR",0
"BCL7C",20
"CTF1",11
"FBXL19",5
"ORAI3",0
"SETD1A",26
"HSD3B7",6
"AC135048.1",0
"STX1B",14
"STX4",74
"ZNF668",4
"ZNF646",0
"PRSS53",0
"RP11-196G11.1",0
"VKORC1",11
"BCKDK",11
"KAT8",22
"PRSS8",0
"PRSS36",0
"FUS",15
"PYCARD",173
"C16orf98",0
"TRIM72",22
"PYDC1",22
"ITGAM",56
"ITGAX",29
"DNAJC24",0
"IMMP1L",0
"ELP4",6
"PAX6",151
"RCN1",6
"HMGB1",234
"USPL1",3
"ALOX5AP",10
"MEDAG",3
"TEX26",0
"OSBPL10",0
"ZNF860",0
"GPD1L",14
"CMTM8",5
"CMTM7",7
"CMTM6",1
"GRIK1",5
"CLDN17",3
"CLDN8",3
"KRTAP24-1",0
"KRTAP25-1",0
"KRTAP26-1",0
"KRTAP27-1",0
"KRTAP23-1",0
"KRTAP13-2",0
"KRTAP13-1",0
"KRTAP13-3",0
"KRTAP13-4",0
"KRTAP15-1",0
"KRTAP19-1",0
"KRTAP19-2",0
"KRTAP19-3",0
"KRTAP19-4",0
"KRTAP19-5",0
"KRTAP19-6",0
"KRTAP19-7",0
"KRTAP22-2",0
"KRTAP6-3",3
"KRTAP6-2",3
"KRTAP22-1",0
"KRTAP6-1",3
"KRTAP20-1",0
"KRTAP20-4",0
"KRTAP20-2",0
"KRTAP20-3",0
"KRTAP21-3",0
"FUT10",16
"HLA-C",10
"HLA-B",21
"MICA",24
"MICB",22
"MCCD1",0
"ATP6V1G2-DDX39B",0
"DDX39B",16
"ATP6V1G2",6
"NFKBIL1",29
"LTA",43
"TNF",411
"LTB",13
"LST1",16
"NCR3",16
"AIF1",85
"PRRC2A",0
"BAG6",35
"APOM",0
"C6orf47",0
"GPANK1",0
"CSNK2B",45
"CSNK2B-LY6G5B-1181",0
"LY6G5B",1
"LY6G5C",1
"ABHD16A",0
"XXbac-BPG32J3.20",0
"LY6G6F",0
"MEGT1",0
"LY6G6E",0
"LY6G6D",3
"C6orf25",0
"LY6G6C",1
"DDAH2",6
"CLIC1",15
"MSH5",2
"MSH5-SAPCD1",0
"SAPCD1",0
"VWA7",0
"VARS",0
"LSM2",0
"HSPA1L",10
"HSPA1A",110
"HSPA1B",85
"C6orf48",0
"NEU1",1
"SLC44A4",18
"EHMT2",59
"C2",13
"ZBTB12",2
"CFB",1
"NELFE",10
"SKIV2L",0
"DXO",3
"STK19",9
"C4A",8
"AL645922.1",0
"C4B",9
"CYP21A2",3
"TNXB",23
"ATF6B",9
"FKBPL",14
"PRRT1",6
"PPT2",0
"PPT2-EGFL8",0
"EGFL8",0
"AGPAT1",2
"RNF5",8
"AGER",126
"PBX2",21
"GPSM3",18
"NOTCH4",28
"C6orf10",0
"BTNL2",8
"HLA-DRA",57
"HLA-DRB5",16
"HLA-DRB1",148
"HLA-DQA1",17
"HLA-DQB1",24
"ZNF507",0
"AC007773.3",0
"DPY19L3",0
"HSPH1",17
"B3GALTL",0
"MTMR10",0
"TRPM1",6
"KLF13",11
"OTUD7A",1
"NEUROD6",10
"CCDC129",0
"PPP1R17",0
"ASXL3",3
"NOL4",0
"HEATR5A",0
"RP11-176H8.1",0
"DTD2",1
"NUBPL",0
"DTNA",6
"MAPRE2",20
