"n_interactions","queryItem"
0,"RNASEL"
0,"SHCBP1L"
2,"SMG7"
0,"SOAT1"
0,"TEDDM1"
0,"TEX35"
0,"TOR3A"
0,"TSEN15"
0,"ZNF648"
0,"FAM53B"
0,"LHPP"
0,"MMP21"
0,"OAT"
2,"LPIN1"
1,"NTSR2"
0,"SOX11"
4,"ADCY3"
1,"CENPO"
0,"DNAJC27"
27,"DNMT3A"
0,"DTNB"
0,"EFR3B"
6,"ITSN2"
14,"NCOA1"
0,"PLB1"
9,"POMC"
6,"PPP1CB"
0,"PTRHD1"
0,"SPDYA"
0,"TRMT61B"
1,"WDR43"
1,"BTG1"
0,"CDK17"
0,"ELK3"
0,"EPYC"
0,"KERA"
0,"LTA4H"
3,"LUM"
0,"NEDD1"
0,"NUDT4"
0,"TMCC3"
13,"UBE2N"
5,"BCL2A1"
3,"BLM"
0,"CIB2"
2,"CRTC3"
6,"DET1"
1,"LRRK1"
1,"MRPL46"
0,"MRPS11"
0,"MTHFS"
12,"NTRK3"
0,"ST20-MTHFS"
0,"TBC1D2B"
34,"HGF"
0,"C8orf48"
2,"DLC1"
0,"LONRF1"
27,"CEBPB"
9,"PREX1"
18,"PTPN1"
10,"SALL4"
0,"ZFP64"
0,"BEGAIN"
3,"DLK1"
4,"EIF5"
0,"EXOC3L4"
0,"TNFAIP2"
0,"WDR25"
0,"ATP13A3"
0,"CPN2"
1,"GP5"
5,"HES1"
0,"LRRC15"
1,"PHLDB2"
0,"PLCXD2"
0,"PPP1R3C"
2,"TNKS2"
0,"FUT3"
0,"FUT5"
0,"ABCC10"
1,"APOBEC2"
0,"C6orf132"
0,"C6orf226"
0,"CNPY3"
0,"CRIP3"
5,"CUL7"
1,"CUL9"
0,"DLK2"
0,"DNPH1"
0,"GNMT"
0,"GUCA1A"
1,"GUCA1B"
1,"KLC4"
1,"KLHDC3"
0,"LRFN2"
0,"MEA1"
2,"MRPL2"
1,"MRPS10"
2,"NFYA"
0,"OARD1"
0,"PEX6"
5,"PPP2R5D"
0,"PRPH2"
0,"PTCRA"
2,"PTK7"
1,"RPL7L1"
0,"RRP36"
0,"SLC22A7"
11,"SRF"
2,"TAF8"
0,"TBCC"
3,"TREM2"
0,"TREML1"
1,"TREML2"
1,"TRERF1"
0,"TSPO2"
0,"TTBK1"
3,"UBR2"
0,"UNC5CL"
3,"APOB"
0,"LAPTM4A"
0,"MATN3"
0,"OSR1"
3,"PUM2"
6,"RHOB"
22,"SDC1"
0,"TDRD15"
0,"TTC32"
0,"WDR35"
2,"ABLIM3"
0,"AFAP1L1"
0,"ARHGEF37"
0,"ARSI"
8,"CAMK2A"
2,"CD74"
1,"CDX1"
24,"CSF1R"
10,"CSNK1A1"
0,"GRPEL2"
0,"HMGXB3"
0,"IL17B"
0,"NDST1"
0,"PCYOX1L"
1,"PDE6A"
42,"PDGFRB"
4,"PPARGC1B"
3,"RPS14"
0,"SH3TC2"
1,"SLC26A2"
0,"SLC6A7"
1,"SYNPO"
0,"TCOF1"
0,"TIGD6"
0,"CCDC89"
0,"CREBZF"
0,"PRCP"
0,"TMEM126A"
1,"TMEM126B"
2,"CHRM3"
0,"HS2ST1"
0,"LMO4"
0,"SPAG17"
0,"NPY4R"
0,"PUS1"
0,"SFSWAP"
1,"CGNL1"
3,"BMP5"
0,"CLIC5"
0,"ENPP4"
0,"ENPP5"
34,"RUNX2"
0,"ANKRD30A"
0,"ZNF248"
0,"ZNF25"
0,"ZNF33A"
0,"ZNF37A"
0,"ALOX15"
0,"ANKFY1"
21,"ARRB2"
0,"C17orf107"
0,"CAMTA2"
0,"CHRNE"
3,"CXCL16"
0,"CYB5D2"
0,"ENO3"
0,"GGT6"
0,"GLTPD2"
3,"GP1BA"
0,"INCA1"
0,"KIF1C"
2,"MED11"
1,"MINK1"
5,"MYBBP1A"
6,"PELP1"
5,"PFN1"
6,"PLD2"
1,"PSMB6"
0,"RNF167"
0,"SCIMP"
0,"SLC25A11"
0,"SLC52A1"
0,"SMTNL2"
0,"SPAG7"
0,"SPNS2"
0,"SPNS3"
1,"TM4SF5"
0,"UBE2G1"
0,"USP6"
0,"VMO1"
0,"WSCD1"
0,"ZFP3"
0,"ZMYND15"
0,"ZNF232"
0,"ZNF594"
0,"ZZEF1"
0,"CDS2"
1,"FLRT3"
0,"NSFL1C"
13,"PCNA"
12,"PLCB1"
10,"PLCB4"
1,"PRND"
4,"PRNP"
1,"RASSF2"
1,"SIRPB1"
0,"SIRPB2"
0,"SIRPD"
1,"SIRPG"
0,"SLC23A2"
0,"SLX4IP"
1,"SNAP25"
0,"TMC2"
0,"TMEM230"
0,"TMX4"
0,"CRYGB"
0,"CRYGC"
1,"CRYGD"
0,"PLEKHM3"
1,"GRM4"
3,"PTPRK"
0,"LURAP1L"
1,"MPDZ"
3,"TYRP1"
0,"KCNT2"
0,"NDST3"
0,"LYRM4"
0,"CHODL"
0,"CYYR1"
0,"TMPRSS15"
0,"TRAPPC10"
0,"AK4"
0,"ALG6"
0,"ATG4C"
1,"DNAJC6"
2,"DOCK7"
0,"EFCAB7"
4,"FOXD3"
2,"ITGB3BP"
0,"KANK4"
1,"L1TD1"
0,"NFIA"
1,"USP1"
1,"ABCD4"
0,"ACOT1"
0,"ACOT2"
0,"ACOT4"
0,"ACOT6"
2,"ACTN1"
0,"ACYP1"
0,"ADAM20"
0,"ADAM21"
0,"ADCK1"
1,"AHSA1"
0,"ALDH6A1"
0,"ALKBH1"
1,"ANGEL1"
0,"AREL1"
2,"ARG2"
0,"ATP6V1D"
10,"BATF"
0,"C14orf178"
0,"CCDC177"
0,"COQ6"
0,"COX16"
3,"DCAF4"
2,"DLST"
0,"DNAL1"
5,"DPF3"
0,"EIF2B2"
8,"EIF2S1"
1,"ENTPD5"
2,"ERH"
8,"ESRRB"
0,"EXD2"
0,"FAM161B"
0,"FAM71D"
1,"FCF1"
0,"FLVCR2"
44,"FOS"
0,"GALNT16"
0,"GPATCH2L"
0,"GSTZ1"
0,"HEATR4"
52,"HIF1A"
0,"IFT43"
0,"IRF2BPL"
0,"ISCA2"
1,"ISM2"
2,"JDP2"
0,"KCNH5"
2,"LIN52"
1,"LTBP2"
0,"MAP3K9"
7,"MAX"
2,"MED6"
0,"MLH3"
0,"NEK9"
0,"NGB"
0,"NOXRED1"
0,"NPC2"
0,"NRXN3"
9,"NUMB"
0,"PAPLN"
18,"PGF"
0,"PIGH"
10,"PLEK2"
0,"PLEKHD1"
0,"PLEKHH1"
0,"PNMA1"
0,"POMT2"
0,"PROX2"
11,"PSEN1"
0,"PTGR2"
0,"RAB15"
6,"RBM25"
0,"RDH11"
3,"RGS6"
0,"RPS6KL1"
0,"SAMD15"
1,"SIPA1L1"
1,"SLC10A1"
0,"SLC39A9"
1,"SLC8A3"
0,"SLIRP"
0,"SMOC1"
0,"SNAPC1"
10,"SNW1"
0,"SPTLC2"
7,"SRSF5"
0,"SYNDIG1L"
0,"SYNJ2BP"
0,"SYT16"
2,"TGFB3"
1,"TMED10"
0,"TMED8"
0,"TMEM229B"
1,"TMEM63C"
0,"TTC9"
0,"TTLL5"
0,"VASH1"
0,"VIPAS39"
0,"VRTN"
0,"VSX2"
0,"VTI1B"
0,"ZC2HC1C"
0,"ZDHHC22"
1,"ZFP36L1"
0,"ZFYVE1"
0,"ZNF410"
0,"ADTRP"
2,"EDN1"
0,"HIVEP1"
1,"PHACTR1"
0,"CSMD2"
19,"KHDRBS1"
1,"KPNA6"
0,"PTP4A2"
0,"SPOCD1"
0,"TMEM39B"
1,"PLA2G1B"
23,"PXN"
5,"RPLP0"
0,"ADAM23"
0,"FASTKD2"
1,"MDH1B"
3,"RAB8A"
4,"TPM4"
0,"ACBD5"
0,"ACBD7"
0,"ANKRD26"
3,"BAMBI"
0,"C1QL3"
0,"CDNF"
1,"DCLRE1C"
0,"FAM171A1"
1,"HSPA14"
3,"ITGA8"
30,"ITGB1"
0,"KIAA1217"
0,"LYZL1"
0,"LYZL2"
0,"MASTL"
0,"MEIG1"
8,"MLLT10"
0,"MPP7"
0,"MTPAP"
0,"NEBL"
0,"NMT2"
0,"OLAH"
0,"OTUD1"
0,"PLXDC2"
0,"PTER"
0,"RAB18"
3,"RPP38"
0,"RSU1"
2,"SKIDA1"
0,"SLC39A12"
3,"SUV39H2"
0,"SVIL"
1,"WAC"
0,"WDR37"
0,"YME1L1"
0,"ZNF438"
0,"DDRGK1"
0,"FASTKD5"
2,"ITPA"
0,"LZTS3"
1,"SLC4A11"
0,"UBOX5"
1,"FST"
2,"ITGA1"
11,"ITGA2"
0,"MOCS2"
0,"PELO"
0,"CCDC116"
0,"GGTLC2"
2,"GNAZ"
0,"HIC2"
13,"IGLL5"
55,"MAPK1"
3,"PPIL2"
0,"PPM1F"
0,"PRAME"
0,"RAB36"
0,"RIMBP3B"
0,"RIMBP3C"
1,"SDF2L1"
0,"TOP3B"
6,"UBE2L3"
2,"VPREB1"
0,"YDJC"
0,"YPEL1"
0,"ZNF280A"
0,"ZNF280B"
0,"ACBD3"
0,"ACOT11"
3,"ADIPOR1"
7,"AGT"
0,"ANGEL2"
3,"ARF1"
2,"BATF3"
0,"C1orf35"
4,"CACYBP"
0,"CAPN9"
23,"CD34"
0,"CD46"
3,"CDA"
2,"CDC42BPA"
0,"CDCP2"
6,"CENPF"
0,"CNIH3"
0,"COG2"
3,"CR1"
0,"CR1L"
8,"CR2"
0,"CTSE"
0,"CYB5R1"
0,"CYB5RL"
0,"DIO1"
0,"DISP1"
0,"DMRTB1"
0,"DNAH14"
6,"DTL"
2,"DUSP10"
0,"EIF2D"
1,"ENAH"
0,"EPHX1"
0,"FAM151A"
0,"FAM43B"
0,"FLVCR1"
0,"FMN2"
0,"GALNT2"
0,"GJC2"
0,"GLIS1"
4,"GPR161"
2,"GUK1"
0,"HHAT"
0,"HHIPL2"
0,"HLX"
0,"HSPB11"
0,"IBA57"
6,"IKBKE"
0,"INTS7"
2,"ITPKB"
0,"JMJD4"
0,"KCNH1"
1,"KCNK2"
0,"KCTD3"
8,"KDM5B"
0,"KIAA0040"
0,"KLHL12"
2,"LBR"
0,"LDLRAD1"
1,"LEFTY1"
2,"LEFTY2"
1,"LIN9"
0,"LPGAT1"
0,"LRP8"
0,"LRRC42"
0,"MAP10"
0,"MIXL1"
0,"MROH7"
0,"MRPL37"
0,"MRPL55"
1,"MRPS14"
0,"NAV1"
3,"NDC1"
5,"NEK2"
1,"NSL1"
0,"NTPCR"
38,"PARP1"
18,"PBX1"
0,"PGBD5"
4,"PPP2R5A"
2,"PROX1"
1,"PRRX1"
0,"PRSS38"
3,"PSEN2"
3,"PTPN14"
0,"PYCR2"
0,"RAB3GAP2"
12,"RABIF"
7,"RASSF5"
2,"RCOR3"
0,"RD3"
1,"ROR1"
0,"RPS6KC1"
0,"SDE2"
1,"SIPA1L2"
0,"SLC30A1"
3,"SMYD2"
0,"SNAP47"
3,"SRGAP2"
1,"SRP9"
2,"SSBP3"
0,"TAF1A"
0,"TATDN3"
0,"TCEANC2"
0,"TMEM59"
0,"TMEM63A"
0,"TNN"
6,"TRAF5"
0,"UBE2U"
0,"USH2A"
0,"VASH2"
7,"WNT3A"
3,"WNT9A"
0,"YIPF1"
0,"ZNF678"
0,"MDGA2"
36,"ERBB4"
0,"FUCA2"
0,"GINM1"
0,"HIVEP2"
1,"IYD"
0,"KATNA1"
2,"LATS1"
0,"LRP11"
3,"NUP43"
0,"PCMT1"
0,"PEX3"
0,"PPIL4"
0,"PPP1R14C"
0,"RAET1E"
0,"RAET1G"
0,"RAET1L"
0,"SAMD5"
0,"STXBP5"
2,"SUMO4"
0,"ULBP1"
0,"ULBP2"
0,"ULBP3"
0,"ZC3H12D"
0,"LINGO2"
0,"ALDH1B1"
0,"ANKRD18A"
1,"FBXO10"
0,"IGFBPL1"
0,"POLR1E"
0,"TOMM5"
0,"LRRC4C"
3,"FLII"
0,"ARMC10"
1,"ATXN7L1"
0,"DNAJC2"
0,"EFCAB10"
0,"FBXL13"
0,"LRRC17"
0,"ORC5"
0,"PMPCB"
1,"PSMC2"
0,"RINT1"
0,"SLC26A5"
1,"HSD17B12"
1,"AKAP8"
0,"AKAP8L"
0,"AP1M1"
0,"ARRDC2"
0,"C19orf44"
0,"CALR3"
3,"CHERP"
0,"CYP4F11"
0,"CYP4F2"
0,"CYP4F22"
2,"EPS15L1"
7,"KLF2"
2,"MAP1S"
4,"MED26"
0,"OR10H1"
0,"OR10H2"
0,"OR10H3"
0,"OR10H4"
0,"OR10H5"
0,"PGLYRP2"
4,"RASAL3"
0,"SLC35E1"
0,"SMIM7"
0,"TMEM38A"
0,"WIZ"
1,"PAIP2B"
0,"ACAD8"
2,"B3GAT1"
0,"GLB1L2"
0,"GLB1L3"
0,"JAM3"
1,"NCAPD3"
0,"OPCML"
0,"SPATA19"
0,"THYN1"
0,"VPS26B"
1,"ACSS2"
1,"ADNP"
0,"BCAS4"
1,"CDH22"
0,"DPM1"
4,"ELMO2"
0,"GGT7"
0,"GSS"
0,"MOCS3"
5,"PARD6B"
0,"SLC35C2"
6,"SRSF6"
0,"ZNF334"
0,"GCOM1"
0,"MYZAP"
0,"POLR2M"
0,"METTL23"
0,"MFSD11"
0,"MGAT5B"
0,"SEC14L1"
16,"SRSF2"
6,"ABI2"
0,"CARF"
23,"CTLA4"
0,"CYP20A1"
0,"ICA1L"
15,"ICOS"
1,"PARD3B"
0,"WDR12"
2,"AIPL1"
0,"ALOX12"
0,"C17orf100"
0,"FBXO39"
0,"GAS7"
0,"KIAA0753"
3,"MED31"
0,"PITPNM3"
0,"RABEP1"
0,"SLC13A5"
2,"SMG6"
0,"TEKT1"
0,"TXNDC17"
2,"XAF1"
0,"ASTE1"
0,"ATP2C1"
1,"CCNL1"
0,"LEKR1"
1,"MRPL3"
0,"NEK11"
1,"NUDT16"
8,"PIK3R4"
0,"PLSCR1"
0,"PLSCR2"
0,"PLSCR5"
2,"PTX3"
2,"RSRC1"
1,"SHOX2"
0,"SSR3"
0,"TIPARP"
0,"VEPH1"
1,"CD55"
0,"ACOT8"
22,"CD40"
1,"CTSA"
2,"DNTTIP1"
31,"MMP9"
2,"NCOA5"
0,"NEURL2"
0,"PCIF1"
0,"PLTP"
1,"SLC12A5"
0,"SNX21"
0,"SPATA25"
0,"SPINT4"
0,"TNNC2"
4,"UBE2C"
0,"WFDC13"
0,"WFDC3"
0,"ZNF335"
0,"ZSWIM1"
0,"ZSWIM3"
1,"ANKS1A"
3,"BRPF3"
3,"DEF6"
0,"KCTD20"
24,"MAPK13"
37,"MAPK14"
0,"PACSIN1"
0,"PNPLA1"
5,"SNRPC"
4,"SPDEF"
0,"STK38"
2,"TAF11"
0,"TCP11"
0,"UHRF1BP1"
0,"ZNF76"
0,"ACAT2"
0,"COL9A1"
0,"ECHDC1"
0,"FNDC1"
0,"GTF3C6"
3,"IGF2R"
0,"KCNQ5"
0,"KLHL32"
0,"LMBRD1"
0,"LPA"
0,"MAS1"
0,"MMS22L"
0,"MRPL18"
0,"OGFRL1"
1,"PLG"
0,"PNLDC1"
1,"RIMS1"
0,"RNF146"
0,"RPF2"
0,"SLC22A1"
0,"SLC22A3"
6,"SOD2"
3,"TCP1"
2,"WTAP"
3,"ASL"
1,"CRCP"
0,"GUSB"
0,"KCTD7"
0,"RABGEF1"
0,"TPST1"
0,"ANKRD52"
0,"COQ10A"
4,"MYL6"
2,"MYL6B"
0,"NABP2"
0,"SLC39A5"
10,"SMARCC2"
0,"C18orf25"
0,"LOXHD1"
0,"RNF165"
7,"SETBP1"
0,"SIGLEC15"
0,"SLC14A1"
0,"SLC14A2"
0,"EDF1"
0,"MAMDC4"
0,"PHPT1"
0,"ANO3"
2,"BBOX1"
34,"BDNF"
0,"CCDC34"
0,"FIBIN"
2,"LGR4"
0,"LIN7C"
0,"SLC5A12"
3,"DLG1"
0,"FBXO45"
2,"PCYT1A"
0,"RNF168"
2,"RPL35A"
1,"SLC51A"
0,"SMCO1"
5,"TFRC"
0,"TM4SF19"
5,"UBXN7"
0,"WDR53"
0,"C17orf58"
4,"KPNA2"
1,"PSMD12"
4,"SOX6"
0,"CHMP6"
0,"CYTH1"
2,"TMC6"
0,"TMC8"
2,"CACNA1B"
0,"CBWD1"
2,"DMRT1"
0,"DMRT2"
0,"DMRT3"
4,"DOCK8"
0,"FOXD4"
1,"KANK1"
0,"KCNV2"
0,"RFX3"
12,"SMARCA2"
0,"VLDLR"
0,"C10orf99"
0,"CCSER2"
0,"CDHR1"
0,"GHITM"
0,"LRIT1"
0,"LRIT2"
0,"RGR"
0,"CHST5"
0,"CHST6"
0,"TMEM170A"
0,"ALDH3A2"
0,"B9D1"
0,"CCDC144NL"
0,"COPRS"
0,"DHRS7B"
2,"EPN2"
0,"GRAPL"
0,"LRRC37B"
2,"MAPK7"
1,"MFAP4"
1,"RHOT1"
0,"RNF112"
0,"SLC47A1"
0,"SLC47A2"
1,"SPECC1"
26,"SUZ12"
0,"TMEM11"
4,"USP22"
1,"UTP6"
0,"CD109"
1,"COL12A1"
0,"COX7A2"
0,"DDX43"
0,"DPPA5"
7,"EEF1A1"
0,"FILIP1"
0,"KHDC1"
0,"KHDC1L"
0,"KHDC3L"
0,"MTO1"
1,"MYO6"
0,"OOEP"
0,"SENP6"
0,"SLC17A5"
0,"TMEM30A"
1,"ABCB8"
0,"ACSBG2"
13,"MLLT1"
0,"RFX2"
1,"BCHE"
0,"C3orf36"
0,"RAB6B"
1,"SI"
0,"SLCO2A1"
0,"TF"
0,"SFT2D2"
0,"TBX19"
0,"TIPRL"
2,"XCL2"
0,"CCDC85A"
1,"CCDC88A"
0,"CLHC1"
3,"DPP4"
0,"FAP"
0,"GCA"
9,"GCG"
4,"IFIH1"
0,"KCNH7"
1,"MTIF2"
33,"RPS27A"
0,"SLC4A10"
3,"TANK"
0,"NUDT14"
0,"PACS2"
4,"AURKC"
0,"MZF1"
4,"UBE2M"
0,"USP29"
0,"ZIM3"
0,"ZNF264"
1,"AHCY"
0,"ANKEF1"
0,"ASIP"
0,"DYNLRB1"
3,"EIF2S2"
13,"ITCH"
9,"JAG1"
0,"LAMP5"
3,"MAFB"
1,"MAP1LC3A"
0,"MKKS"
14,"NCOA6"
3,"NKX2-2"
0,"PAX1"
0,"PIGU"
3,"RALY"
2,"SAMHD1"
0,"TLDC2"
0,"TP53INP2"
0,"XRN2"
6,"TBL1XR1"
3,"GABBR1"
0,"FBXW10"
3,"GRAP"
0,"TBC1D28"
0,"TRIM16L"
0,"TVP23B"
0,"BTBD9"
36,"CDKN1A"
1,"DAAM2"
0,"DNAH8"
0,"ETV7"
0,"GLO1"
5,"GLP1R"
5,"HMGA1"
0,"KCNK16"
0,"KCNK17"
0,"KCNK5"
0,"KIF6"
0,"MDGA1"
0,"MOCS1"
0,"NUDT3"
0,"PXT1"
3,"RPS10"
0,"SAYSD1"
9,"SRSF3"
0,"ZFAND3"
0,"ANKRD13A"
0,"C12orf76"
0,"CCDC63"
3,"GIT2"
0,"IFT81"
2,"MYL2"
10,"PPP1CC"
11,"TCHP"
0,"CNTNAP2"
0,"CPXCR1"
2,"PABPC5"
0,"TGIF2LX"
0,"ACOT7"
4,"ARHGEF2"
0,"ASAP3"
2,"C1QB"
2,"CAMTA1"
0,"CD5L"
3,"CHD5"
12,"E2F2"
5,"EPHB2"
0,"GPR153"
0,"HES3"
9,"HNRNPR"
1,"HTR1D"
3,"ICMT"
3,"ID3"
0,"KCNAB2"
0,"LUZP1"
0,"NPHP4"
2,"RERE"
3,"RPL22"
0,"SSR2"
1,"TCEA3"
1,"ZNF436"
0,"ACSBG1"
1,"ADAMTS7"
0,"ANKRD34C"
1,"CHRNA3"
0,"CHRNA5"
1,"CHRNB4"
1,"CRABP1"
1,"CTSH"
1,"DNAJA4"
0,"HYKK"
2,"IDH3A"
2,"IREB2"
1,"LINGO1"
8,"MORF4L1"
2,"PSMA4"
2,"PSTPIP1"
8,"RASGRF1"
0,"RCN2"
0,"SCAPER"
0,"ST20"
0,"TMED3"
0,"TSPAN3"
5,"WDR61"
47,"CDH1"
4,"CDH3"
1,"ALCAM"
0,"BBX"
12,"CBLB"
0,"CCDC54"
6,"CD47"
0,"DZIP3"
0,"GUCA1C"
1,"HHLA2"
1,"IFT57"
0,"MORC1"
0,"MYH15"
1,"RETNLB"
4,"TRAT1"
1,"FXN"
6,"TJP2"
0,"TANC1"
0,"WDSUB1"
0,"CNTN4"
0,"CNTN6"
9,"CRBN"
5,"IL5RA"
0,"LRRN1"
2,"SETMAR"
1,"TRNT1"
4,"SATB2"
0,"AK2"
4,"ATP1B1"
0,"BLZF1"
0,"BSDC1"
0,"CCDC28B"
0,"DCDC2B"
0,"DPT"
2,"EIF3I"
0,"FAM167B"
0,"FAM229A"
0,"FNDC5"
72,"HDAC1"
0,"HPCA"
0,"IQCC"
0,"KIAA1522"
34,"LCK"
0,"LRRC52"
0,"MARCKSL1"
1,"NME7"
23,"RBBP4"
0,"RNF19B"
0,"RPTN"
5,"RXRG"
0,"S100PBP"
0,"SYNC"
0,"TCHH"
0,"TCHHL1"
0,"TMEM234"
0,"TMEM54"
0,"TRIM62"
0,"TSSK3"
0,"TXLNA"
2,"XCL1"
0,"ZBTB8A"
0,"ZBTB8OS"
0,"CUX2"
0,"SOAT2"
0,"TRAFD1"
0,"RNF125"
0,"RNF138"
0,"ANKRD54"
0,"C1QTNF6"
0,"C22orf23"
2,"CACNG2"
2,"CARD10"
1,"CDC42EP1"
2,"CYTH4"
4,"EIF3D"
1,"EIF3L"
0,"FOXRED2"
0,"GALR3"
1,"GCAT"
0,"GGA1"
0,"IFT27"
14,"IL2RB"
0,"KCTD17"
1,"LGALS1"
2,"MFNG"
1,"MICALL1"
0,"MPST"
2,"MYH9"
6,"NCF4"
0,"NOL12"
0,"PDXP"
3,"PVALB"
25,"RAC2"
0,"SH3BP1"
1,"SSTR3"
0,"TEX33"
0,"TMPRSS6"
0,"TRIOBP"
0,"TST"
0,"TXN2"
0,"FERD3L"
2,"MACC1"
0,"SNX13"
0,"DTNBP1"
9,"JARID2"
0,"MYLIP"
4,"MBTD1"
1,"UTP18"
0,"C7orf25"
0,"CDK13"
0,"GPR141"
0,"MPLKIP"
1,"POU6F2"
1,"PSMA2"
8,"RALA"
0,"VPS41"
5,"HTR2C"
7,"HUWE1"
6,"PHF8"
3,"ADRA1B"
0,"PEX12"
0,"SLFN12L"
0,"SLFN14"
3,"CTDP1"
1,"MYT1L"
17,"PXDN"
2,"TPO"
1,"ACAP2"
0,"APOD"
9,"NCBP2"
0,"NRROS"
10,"PAK2"
0,"PIGX"
0,"PIGZ"
0,"PPP1R2"
1,"SENP5"
0,"TMEM44"
7,"TNK2"
2,"FTO"
0,"RPGRIP1L"
0,"ABCA4"
0,"ABCD3"
0,"ACADM"
2,"ARHGAP29"
0,"ASB17"
0,"CCDC18"
1,"DNAJB4"
1,"DNTTIP2"
3,"DR1"
3,"FNBP1L"
5,"FUBP1"
1,"GCLM"
0,"GIPC2"
0,"MSH4"
0,"NEXN"
0,"OLFM3"
36,"PRKACB"
0,"RABGGTB"
0,"SLC44A5"
0,"ATOH7"
1,"DNA2"
2,"HNRNPH3"
0,"RUFY2"
0,"SLC25A16"
6,"TET1"
0,"B3GNTL1"
0,"C1QTNF1"
0,"CANT1"
1,"LGALS3BP"
0,"METRNL"
0,"CA11"
1,"CYTH2"
0,"DBP"
0,"EMP3"
0,"ETHE1"
0,"FAM83E"
1,"GRIN2D"
0,"GRWD1"
1,"KCNJ14"
0,"KDELR1"
0,"LMTK3"
0,"LYPD3"
0,"PHLDB3"
0,"PSG11"
0,"PSG2"
0,"PSG4"
0,"PSG5"
0,"PSG9"
2,"RPL18"
0,"SPACA4"
7,"SPHK2"
1,"SULT2B1"
0,"SYNGR4"
0,"TEX101"
0,"TMEM143"
0,"ZNF575"
0,"BOLA3"
0,"C2orf81"
0,"CCDC142"
5,"DCTN1"
11,"EIF2AK3"
0,"FABP1"
3,"INO80B"
0,"KRCC1"
0,"LBX2"
2,"MOB1A"
2,"MOGS"
0,"MRPL53"
1,"MTHFD2"
7,"PCGF1"
3,"RGPD2"
0,"RPIA"
2,"RTKN"
0,"SEMA4F"
0,"SLC4A5"
0,"SMYD1"
2,"TET3"
0,"TEX37"
0,"THNSL2"
0,"TLX2"
0,"TTC31"
0,"WBP1"
0,"WDR54"
0,"CLDND1"
0,"CMSS1"
1,"COL8A1"
1,"CPOX"
0,"DCBLD2"
0,"FILIP1L"
0,"GPR15"
0,"OR5AC2"
0,"OR5H1"
0,"OR5H14"
0,"OR5H15"
0,"OR5H2"
0,"OR5H6"
0,"OR5K1"
0,"OR5K2"
0,"OR5K3"
0,"OR5K4"
0,"ST3GAL6"
1,"BMP3"
1,"PCDH10"
6,"PRKG2"
3,"YTHDC1"
0,"ALOX5"
0,"RASSF4"
0,"TMEM72"
0,"ZNF22"
29,"FGF5"
0,"GK2"
0,"NAA11"
0,"EFHC1"
0,"ELOVL5"
0,"FBXO9"
0,"GCM1"
1,"GSTA1"
1,"GSTA2"
1,"GSTA3"
0,"GSTA4"
0,"GSTA5"
15,"IL17A"
2,"IL17F"
0,"KLHL31"
0,"LRRC1"
7,"MCM3"
0,"MLIP"
0,"PAQR8"
0,"PKHD1"
0,"TMEM14A"
0,"TRAM2"
0,"ABHD13"
0,"LIG4"
7,"TNFSF13B"
0,"CLNK"
0,"WDR1"
0,"ZNF518B"
1,"MRPL32"
2,"RAMP3"
0,"SLC25A10"
14,"FOXO4"
12,"IL2RG"
8,"MED12"
0,"NLGN3"
0,"SNX12"
0,"AOX1"
3,"BMPR2"
0,"BZW1"
0,"CCNYL1"
20,"CD28"
46,"CREB1"
0,"FAM117B"
4,"FZD5"
0,"KCTD18"
0,"METTL21A"
0,"NRXN1"
0,"RAPH1"
0,"SPATS2L"
0,"SLC25A48"
0,"CLCN5"
0,"PAGE1"
1,"PAGE4"
2,"USP27X"
2,"SH3RF1"
3,"CD99L2"
0,"CNGA2"
0,"FATE1"
0,"GABRE"
0,"GPR50"
0,"HMGB3"
1,"MAGEA4"
4,"MTM1"
1,"MTMR1"
0,"PASD1"
0,"PRRG3"
0,"VMA21"
0,"GPM6A"
3,"ADCYAP1R1"
0,"AQP1"
0,"BMPER"
1,"CHN2"
0,"CPVL"
1,"FKBP14"
3,"GHRHR"
3,"JAZF1"
2,"LSM5"
0,"NEUROD6"
4,"NOD1"
0,"PDE1C"
0,"PLEKHA8"
0,"PPP1R17"
0,"PRR15"
0,"SCRN1"
3,"TAX1BP1"
0,"ZNRF2"
4,"ARHGEF11"
0,"BCAN"
2,"CRABP2"
0,"HAPLN2"
4,"HDGF"
8,"INSRR"
0,"ISG20L2"
0,"LRRC71"
1,"MRPL24"
7,"NES"
29,"NTRK1"
2,"PRCC"
5,"SH2D2A"
4,"NEDD4L"
0,"AQP8"
1,"ARHGAP17"
0,"LCMT1"
0,"SLC5A11"
0,"ZKSCAN2"
1,"BANK1"
59,"NFKB1"
0,"SLC39A8"
0,"TMPRSS11E"
2,"UGT2B15"
3,"UGT2B17"
0,"ABCB7"
2,"UPRT"
0,"ZDHHC15"
0,"CHST7"
0,"KRBOX4"
0,"SLC9A7"
0,"ZNF674"
1,"ANAPC1"
0,"CHST10"
0,"CNOT11"
0,"CNTNAP5"
0,"CREG2"
0,"FBLN7"
0,"LONRF2"
0,"MERTK"
1,"NMS"
0,"PDCL3"
0,"RFX8"
0,"RNF149"
0,"TBC1D8"
0,"TMEM87B"
3,"ZC3H8"
0,"GSTCD"
0,"INTS12"
7,"MAD2L1"
0,"NPNT"
1,"PDE5A"
0,"TBCK"
0,"CAP2"
0,"RBM24"
1,"ALKBH5"
0,"ATPAF2"
